"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2019/03/04","09:06","0.431","-","1.43"
"2019/03/04","09:12","0.403","-","1.41"
"2019/03/04","09:18","0.375","-","1.38"
"2019/03/04","09:24","0.348","-","1.35"
"2019/03/04","09:30","0.32","-","1.35"
"2019/03/04","09:36","0.293","-","1.33"
"2019/03/04","09:42","0.266","-","1.31"
"2019/03/04","09:48","0.24","-","1.28"
"2019/03/04","09:54","0.213","-","1.27"
"2019/03/04","10:00","0.188","-","1.24"
"2019/03/04","10:06","0.163","-","1.23"
"2019/03/04","10:12","0.138","-","1.21"
"2019/03/04","10:18","0.114","-","1.19"
"2019/03/04","10:24","0.092","-","1.16"
"2019/03/04","10:30","0.07","-","1.12"
"2019/03/04","10:36","0.049","-","1.1"
"2019/03/04","10:42","0.029","-","1.06"
"2019/03/04","10:48","0.01","-","1.05"
"2019/03/04","10:54","-0.007","-","1.01"
"2019/03/04","11:00","-0.023","-","1.01"
"2019/03/04","11:06","-0.037","-","1.01"
"2019/03/04","11:12","-0.05","-","0.98"
"2019/03/04","11:18","-0.061","-","0.98"
"2019/03/04","11:24","-0.071","-","0.96"
"2019/03/04","11:30","-0.079","-","0.92"
"2019/03/04","11:36","-0.085","-","0.91"
"2019/03/04","11:42","-0.089","-","0.89"
"2019/03/04","11:48","-0.092","-","0.87"
"2019/03/04","11:54","-0.092","-","0.87"
"2019/03/04","12:00","-0.091","-","0.86"
"2019/03/04","12:06","-0.088","-","0.86"
"2019/03/04","12:12","-0.083","-","0.85"
"2019/03/04","12:18","-0.076","-","0.84"
"2019/03/04","12:24","-0.068","-","0.83"
"2019/03/04","12:30","-0.057","-","0.84"
"2019/03/04","12:36","-0.045","-","0.81"
"2019/03/04","12:42","-0.032","-","0.82"
"2019/03/04","12:48","-0.017","-","0.81"
"2019/03/04","12:54","0","-","0.83"
"2019/03/04","13:00","0.018","-","0.84"
"2019/03/04","13:06","0.037","-","0.84"
"2019/03/04","13:12","0.058","-","0.85"
"2019/03/04","13:18","0.079","-","0.86"
"2019/03/04","13:24","0.102","-","0.88"
"2019/03/04","13:30","0.125","-","0.91"
"2019/03/04","13:36","0.15","-","0.91"
"2019/03/04","13:42","0.175","-","0.93"
"2019/03/04","13:48","0.2","-","0.97"
"2019/03/04","13:54","0.226","-","0.99"
"2019/03/04","14:00","0.253","-","1"
"2019/03/04","14:06","0.28","-","1.02"
"2019/03/04","14:12","0.308","-","1.04"
"2019/03/04","14:18","0.335","-","1.06"
"2019/03/04","14:24","0.363","-","1.09"
"2019/03/04","14:30","0.391","-","1.13"
"2019/03/04","14:36","0.419","-","1.17"
"2019/03/04","14:42","0.447","-","1.21"
"2019/03/04","14:48","0.474","-","1.23"
"2019/03/04","14:54","0.502","-","1.25"
"2019/03/04","15:00","0.53","-","1.29"
"2019/03/04","15:06","0.557","-","1.31"
"2019/03/04","15:12","0.584","-","1.32"
"2019/03/04","15:18","0.611","-","1.34"
"2019/03/04","15:24","0.638","-","1.37"
"2019/03/04","15:30","0.664","-","1.39"
"2019/03/04","15:36","0.69","-","1.41"
"2019/03/04","15:42","0.715","-","1.4"
"2019/03/04","15:48","0.74","-","1.44"
"2019/03/04","15:54","0.765","-","1.46"
"2019/03/04","16:00","0.789","-","1.49"
"2019/03/04","16:06","0.813","-","1.49"
"2019/03/04","16:12","0.836","-","1.5"
"2019/03/04","16:18","0.858","-","1.53"
"2019/03/04","16:24","0.879","-","1.53"
"2019/03/04","16:30","0.9","-","1.55"
"2019/03/04","16:36","0.92","-","1.57"
"2019/03/04","16:42","0.939","-","1.57"
"2019/03/04","16:48","0.957","-","1.59"
"2019/03/04","16:54","0.974","-","1.61"
"2019/03/04","17:00","0.991","-","1.63"
"2019/03/04","17:06","1.006","-","1.65"
"2019/03/04","17:12","1.019","-","1.67"
"2019/03/04","17:18","1.032","-","1.7"
"2019/03/04","17:24","1.044","-","1.7"
"2019/03/04","17:30","1.054","-","1.72"
"2019/03/04","17:36","1.063","-","1.73"
"2019/03/04","17:42","1.07","-","1.75"
"2019/03/04","17:48","1.076","-","1.76"
"2019/03/04","17:54","1.081","-","1.77"
"2019/03/04","18:00","1.084","-","1.79"
"2019/03/04","18:06","1.086","-","1.79"
"2019/03/04","18:12","1.086","-","1.81"
"2019/03/04","18:18","1.085","-","1.8"
"2019/03/04","18:24","1.083","-","1.8"
"2019/03/04","18:30","1.079","-","1.79"
"2019/03/04","18:36","1.074","-","1.79"
"2019/03/04","18:42","1.067","-","1.79"
"2019/03/04","18:48","1.059","-","1.79"
"2019/03/04","18:54","1.05","-","1.79"
"2019/03/04","19:00","1.04","-","1.79"
"2019/03/04","19:06","1.028","-","1.78"
"2019/03/04","19:12","1.015","-","1.76"
"2019/03/04","19:18","1.002","-","1.75"
"2019/03/04","19:24","0.987","-","1.73"
"2019/03/04","19:30","0.971","-","1.71"
"2019/03/04","19:36","0.955","-","1.72"
"2019/03/04","19:42","0.938","-","1.69"
"2019/03/04","19:48","0.92","-","1.68"
"2019/03/04","19:54","0.901","-","1.66"
"2019/03/04","20:00","0.881","-","1.64"
"2019/03/04","20:06","0.861","-","1.63"
"2019/03/04","20:12","0.84","-","1.61"
"2019/03/04","20:18","0.819","-","1.59"
"2019/03/04","20:24","0.797","-","1.6"
"2019/03/04","20:30","0.775","-","1.58"
"2019/03/04","20:36","0.753","-","1.57"
"2019/03/04","20:42","0.73","-","1.54"
"2019/03/04","20:48","0.706","-","1.5"
"2019/03/04","20:54","0.683","-","1.49"
"2019/03/04","21:00","0.659","-","1.47"
"2019/03/04","21:06","0.634","-","1.45"
"2019/03/04","21:12","0.61","-","1.42"
"2019/03/04","21:18","0.585","-","1.39"
"2019/03/04","21:24","0.56","-","1.36"
"2019/03/04","21:30","0.535","-","1.35"
"2019/03/04","21:36","0.509","-","1.31"
"2019/03/04","21:42","0.484","-","1.29"
"2019/03/04","21:48","0.458","-","1.26"
"2019/03/04","21:54","0.433","-","1.24"
"2019/03/04","22:00","0.408","-","1.21"
"2019/03/04","22:06","0.382","-","1.19"
"2019/03/04","22:12","0.357","-","1.16"
"2019/03/04","22:18","0.332","-","1.14"
"2019/03/04","22:24","0.308","-","1.13"
"2019/03/04","22:30","0.283","-","1.11"
"2019/03/04","22:36","0.26","-","1.09"
"2019/03/04","22:42","0.237","-","1.08"
"2019/03/04","22:48","0.214","-","1.07"
"2019/03/04","22:54","0.192","-","1.05"
"2019/03/04","23:00","0.172","-","1.04"
"2019/03/04","23:06","0.152","-","1.03"
"2019/03/04","23:12","0.133","-","1.01"
"2019/03/04","23:18","0.115","-","1"
"2019/03/04","23:24","0.099","-","0.98"
"2019/03/04","23:30","0.084","-","0.97"
"2019/03/04","23:36","0.07","-","0.98"
"2019/03/04","23:42","0.058","-","0.97"
"2019/03/04","23:48","0.047","-","0.97"
"2019/03/04","23:54","0.038","-","0.97"
"2019/03/05","00:00","0.031","-","0.95"
"2019/03/05","00:06","0.025","-","0.93"
"2019/03/05","00:12","0.022","-","0.92"
"2019/03/05","00:18","0.02","-","0.91"
"2019/03/05","00:24","0.02","-","0.91"
"2019/03/05","00:30","0.021","-","0.91"
"2019/03/05","00:36","0.025","-","0.91"
"2019/03/05","00:42","0.03","-","0.92"
"2019/03/05","00:48","0.037","-","0.92"
"2019/03/05","00:54","0.046","-","0.93"
"2019/03/05","01:00","0.057","-","0.94"
"2019/03/05","01:06","0.069","-","0.95"
"2019/03/05","01:12","0.083","-","0.98"
"2019/03/05","01:18","0.098","-","1"
"2019/03/05","01:24","0.115","-","1.03"
"2019/03/05","01:30","0.133","-","1.06"
"2019/03/05","01:36","0.153","-","1.1"
"2019/03/05","01:42","0.173","-","1.12"
"2019/03/05","01:48","0.195","-","1.16"
"2019/03/05","01:54","0.218","-","1.2"
"2019/03/05","02:00","0.241","-","1.23"
"2019/03/05","02:06","0.266","-","1.25"
"2019/03/05","02:12","0.291","-","1.27"
"2019/03/05","02:18","0.316","-","1.3"
"2019/03/05","02:24","0.343","-","1.34"
"2019/03/05","02:30","0.369","-","1.37"
"2019/03/05","02:36","0.397","-","1.39"
"2019/03/05","02:42","0.424","-","1.42"
"2019/03/05","02:48","0.452","-","1.43"
"2019/03/05","02:54","0.479","-","1.46"
"2019/03/05","03:00","0.507","-","1.49"
"2019/03/05","03:06","0.535","-","1.52"
"2019/03/05","03:12","0.563","-","1.56"
"2019/03/05","03:18","0.591","-","1.58"
"2019/03/05","03:24","0.618","-","1.6"
"2019/03/05","03:30","0.646","-","1.63"
"2019/03/05","03:36","0.673","-","1.63"
"2019/03/05","03:42","0.7","-","1.66"
"2019/03/05","03:48","0.726","-","1.67"
"2019/03/05","03:54","0.752","-","1.69"
"2019/03/05","04:00","0.778","-","1.71"
"2019/03/05","04:06","0.804","-","1.75"
"2019/03/05","04:12","0.828","-","1.77"
"2019/03/05","04:18","0.853","-","1.81"
"2019/03/05","04:24","0.876","-","1.84"
"2019/03/05","04:30","0.899","-","1.86"
"2019/03/05","04:36","0.921","-","1.89"
"2019/03/05","04:42","0.943","-","1.91"
"2019/03/05","04:48","0.963","-","1.92"
"2019/03/05","04:54","0.983","-","1.96"
"2019/03/05","05:00","1.002","-","1.98"
"2019/03/05","05:06","1.02","-","2"
"2019/03/05","05:12","1.036","-","2.01"
"2019/03/05","05:18","1.052","-","2.03"
"2019/03/05","05:24","1.066","-","2.05"
"2019/03/05","05:30","1.079","-","2.06"
"2019/03/05","05:36","1.09","-","2.07"
"2019/03/05","05:42","1.101","-","2.08"
"2019/03/05","05:48","1.109","-","2.09"
"2019/03/05","05:54","1.117","-","2.09"
"2019/03/05","06:00","1.122","-","2.1"
"2019/03/05","06:06","1.127","-","2.11"
"2019/03/05","06:12","1.129","-","2.12"
"2019/03/05","06:18","1.13","-","2.11"
"2019/03/05","06:24","1.13","-","2.11"
"2019/03/05","06:30","1.128","-","2.11"
"2019/03/05","06:36","1.124","-","2.11"
"2019/03/05","06:42","1.118","-","2.09"
"2019/03/05","06:48","1.111","-","2.09"
"2019/03/05","06:54","1.103","-","2.08"
"2019/03/05","07:00","1.092","-","2.07"
"2019/03/05","07:06","1.081","-","2.06"
"2019/03/05","07:12","1.068","-","2.04"
"2019/03/05","07:18","1.053","-","2.03"
"2019/03/05","07:24","1.038","-","2.02"
"2019/03/05","07:30","1.021","-","2"
"2019/03/05","07:36","1.002","-","1.99"
"2019/03/05","07:42","0.983","-","1.98"
"2019/03/05","07:48","0.963","-","1.96"
"2019/03/05","07:54","0.941","-","1.93"
"2019/03/05","08:00","0.919","-","1.91"
"2019/03/05","08:06","0.896","-","1.88"
"2019/03/05","08:12","0.872","-","1.85"
"2019/03/05","08:18","0.847","-","1.84"
"2019/03/05","08:24","0.822","-","1.82"
"2019/03/05","08:30","0.796","-","1.8"
"2019/03/05","08:36","0.77","-","1.78"
"2019/03/05","08:42","0.743","-","1.74"
"2019/03/05","08:48","0.716","-","1.71"
"2019/03/05","08:54","0.688","-","1.69"
"2019/03/05","09:00","0.661","-","1.68"
"2019/03/05","09:06","0.633","-","1.66"
"2019/03/05","09:12","0.604","-","1.63"
"2019/03/05","09:18","0.576","-","1.6"
"2019/03/05","09:24","0.548","-","1.57"
"2019/03/05","09:30","0.519","-","1.55"
"2019/03/05","09:36","0.49","-","1.52"
"2019/03/05","09:42","0.462","-","1.5"
"2019/03/05","09:48","0.433","-","1.49"
"2019/03/05","09:54","0.405","-","1.46"
"2019/03/05","10:00","0.377","-","1.43"
"2019/03/05","10:06","0.349","-","1.39"
"2019/03/05","10:12","0.321","-","1.37"
"2019/03/05","10:18","0.293","-","1.33"
"2019/03/05","10:24","0.266","-","1.31"
"2019/03/05","10:30","0.239","-","1.29"
"2019/03/05","10:36","0.212","-","1.27"
"2019/03/05","10:42","0.186","-","1.25"
"2019/03/05","10:48","0.161","-","1.23"
"2019/03/05","10:54","0.137","-","1.21"
"2019/03/05","11:00","0.113","-","1.19"
"2019/03/05","11:06","0.09","-","1.16"
"2019/03/05","11:12","0.067","-","1.14"
"2019/03/05","11:18","0.046","-","1.12"
"2019/03/05","11:24","0.026","-","1.1"
"2019/03/05","11:30","0.008","-","1.08"
"2019/03/05","11:36","-0.01","-","1.06"
"2019/03/05","11:42","-0.026","-","1.04"
"2019/03/05","11:48","-0.041","-","1.02"
"2019/03/05","11:54","-0.054","-","1.02"
"2019/03/05","12:00","-0.065","-","1"
"2019/03/05","12:06","-0.075","-","0.99"
"2019/03/05","12:12","-0.084","-","0.98"
"2019/03/05","12:18","-0.09","-","0.96"
"2019/03/05","12:24","-0.094","-","0.95"
"2019/03/05","12:30","-0.097","-","0.95"
"2019/03/05","12:36","-0.098","-","0.94"
"2019/03/05","12:42","-0.097","-","0.95"
"2019/03/05","12:48","-0.094","-","0.95"
"2019/03/05","12:54","-0.089","-","0.95"
"2019/03/05","13:00","-0.082","-","0.95"
"2019/03/05","13:06","-0.073","-","0.95"
"2019/03/05","13:12","-0.062","-","0.95"
"2019/03/05","13:18","-0.05","-","0.96"
"2019/03/05","13:24","-0.036","-","0.97"
"2019/03/05","13:30","-0.02","-","0.98"
"2019/03/05","13:36","-0.003","-","0.99"
"2019/03/05","13:42","0.015","-","1.01"
"2019/03/05","13:48","0.036","-","1.03"
"2019/03/05","13:54","0.057","-","1.05"
"2019/03/05","14:00","0.08","-","1.07"
"2019/03/05","14:06","0.103","-","1.09"
"2019/03/05","14:12","0.128","-","1.1"
"2019/03/05","14:18","0.154","-","1.13"
"2019/03/05","14:24","0.18","-","1.17"
"2019/03/05","14:30","0.207","-","1.2"
"2019/03/05","14:36","0.235","-","1.24"
"2019/03/05","14:42","0.263","-","1.27"
"2019/03/05","14:48","0.292","-","1.29"
"2019/03/05","14:54","0.321","-","1.34"
"2019/03/05","15:00","0.35","-","1.37"
"2019/03/05","15:06","0.379","-","1.4"
"2019/03/05","15:12","0.409","-","1.43"
"2019/03/05","15:18","0.438","-","1.46"
"2019/03/05","15:24","0.467","-","1.49"
"2019/03/05","15:30","0.497","-","1.51"
"2019/03/05","15:36","0.526","-","1.54"
"2019/03/05","15:42","0.554","-","1.57"
"2019/03/05","15:48","0.583","-","1.59"
"2019/03/05","15:54","0.611","-","1.63"
"2019/03/05","16:00","0.639","-","1.66"
"2019/03/05","16:06","0.667","-","1.68"
"2019/03/05","16:12","0.694","-","1.71"
"2019/03/05","16:18","0.72","-","1.76"
"2019/03/05","16:24","0.746","-","1.78"
"2019/03/05","16:30","0.772","-","1.79"
"2019/03/05","16:36","0.797","-","1.81"
"2019/03/05","16:42","0.821","-","1.83"
"2019/03/05","16:48","0.844","-","1.87"
"2019/03/05","16:54","0.867","-","1.88"
"2019/03/05","17:00","0.889","-","1.9"
"2019/03/05","17:06","0.911","-","1.93"
"2019/03/05","17:12","0.931","-","1.94"
"2019/03/05","17:18","0.951","-","1.96"
"2019/03/05","17:24","0.969","-","1.99"
"2019/03/05","17:30","0.987","-","2"
"2019/03/05","17:36","1.004","-","2.02"
"2019/03/05","17:42","1.019","-","2.03"
"2019/03/05","17:48","1.033","-","2.06"
"2019/03/05","17:54","1.046","-","2.07"
"2019/03/05","18:00","1.058","-","2.08"
"2019/03/05","18:06","1.069","-","2.09"
"2019/03/05","18:12","1.078","-","2.1"
"2019/03/05","18:18","1.086","-","2.12"
"2019/03/05","18:24","1.092","-","2.12"
"2019/03/05","18:30","1.097","-","2.13"
"2019/03/05","18:36","1.1","-","2.13"
"2019/03/05","18:42","1.102","-","2.13"
"2019/03/05","18:48","1.103","-","2.13"
"2019/03/05","18:54","1.101","-","2.13"
"2019/03/05","19:00","1.099","-","2.13"
"2019/03/05","19:06","1.095","-","2.13"
"2019/03/05","19:12","1.089","-","2.12"
"2019/03/05","19:18","1.082","-","2.11"
"2019/03/05","19:24","1.074","-","2.11"
"2019/03/05","19:30","1.064","-","2.09"
"2019/03/05","19:36","1.053","-","2.08"
"2019/03/05","19:42","1.041","-","2.07"
"2019/03/05","19:48","1.027","-","2.04"
"2019/03/05","19:54","1.012","-","2.02"
"2019/03/05","20:00","0.997","-","2.02"
"2019/03/05","20:06","0.98","-","2"
"2019/03/05","20:12","0.962","-","1.97"
"2019/03/05","20:18","0.943","-","1.95"
"2019/03/05","20:24","0.924","-","1.92"
"2019/03/05","20:30","0.903","-","1.89"
"2019/03/05","20:36","0.882","-","1.86"
"2019/03/05","20:42","0.86","-","1.85"
"2019/03/05","20:48","0.838","-","1.82"
"2019/03/05","20:54","0.815","-","1.79"
"2019/03/05","21:00","0.792","-","1.77"
"2019/03/05","21:06","0.768","-","1.74"
"2019/03/05","21:12","0.744","-","1.7"
"2019/03/05","21:18","0.72","-","1.67"
"2019/03/05","21:24","0.695","-","1.64"
"2019/03/05","21:30","0.671","-","1.61"
"2019/03/05","21:36","0.645","-","1.58"
"2019/03/05","21:42","0.62","-","1.56"
"2019/03/05","21:48","0.595","-","1.52"
"2019/03/05","21:54","0.569","-","1.5"
"2019/03/05","22:00","0.544","-","1.47"
"2019/03/05","22:06","0.518","-","1.44"
"2019/03/05","22:12","0.492","-","1.41"
"2019/03/05","22:18","0.467","-","1.39"
"2019/03/05","22:24","0.441","-","1.37"
"2019/03/05","22:30","0.416","-","1.35"
"2019/03/05","22:36","0.39","-","1.33"
"2019/03/05","22:42","0.365","-","1.3"
"2019/03/05","22:48","0.34","-","1.27"
"2019/03/05","22:54","0.316","-","1.25"
"2019/03/05","23:00","0.291","-","1.22"
"2019/03/05","23:06","0.268","-","1.2"
"2019/03/05","23:12","0.244","-","1.18"
"2019/03/05","23:18","0.221","-","1.15"
"2019/03/05","23:24","0.199","-","1.12"
"2019/03/05","23:30","0.178","-","1.11"
"2019/03/05","23:36","0.157","-","1.09"
"2019/03/05","23:42","0.138","-","1.08"
"2019/03/05","23:48","0.119","-","1.06"
"2019/03/05","23:54","0.101","-","1.05"
"2019/03/06","00:00","0.085","-","1.04"
"2019/03/06","00:06","0.07","-","1.02"
"2019/03/06","00:12","0.056","-","1.01"
"2019/03/06","00:18","0.043","-","0.99"
"2019/03/06","00:24","0.032","-","1"
"2019/03/06","00:30","0.023","-","0.97"
"2019/03/06","00:36","0.015","-","0.97"
"2019/03/06","00:42","0.01","-","0.96"
"2019/03/06","00:48","0.005","-","0.96"
"2019/03/06","00:54","0.003","-","0.95"
"2019/03/06","01:00","0.002","-","0.96"
"2019/03/06","01:06","0.004","-","0.95"
"2019/03/06","01:12","0.007","-","0.95"
"2019/03/06","01:18","0.012","-","0.96"
"2019/03/06","01:24","0.019","-","0.96"
"2019/03/06","01:30","0.028","-","0.98"
"2019/03/06","01:36","0.038","-","0.99"
"2019/03/06","01:42","0.05","-","1.02"
"2019/03/06","01:48","0.064","-","1.04"
"2019/03/06","01:54","0.08","-","1.07"
"2019/03/06","02:00","0.097","-","1.09"
"2019/03/06","02:06","0.116","-","1.11"
"2019/03/06","02:12","0.136","-","1.13"
"2019/03/06","02:18","0.158","-","1.17"
"2019/03/06","02:24","0.18","-","1.23"
"2019/03/06","02:30","0.204","-","1.26"
"2019/03/06","02:36","0.229","-","1.3"
"2019/03/06","02:42","0.255","-","1.34"
"2019/03/06","02:48","0.281","-","1.4"
"2019/03/06","02:54","0.309","-","1.45"
"2019/03/06","03:00","0.336","-","1.51"
"2019/03/06","03:06","0.365","-","1.58"
"2019/03/06","03:12","0.394","-","1.63"
"2019/03/06","03:18","0.423","-","1.66"
"2019/03/06","03:24","0.452","-","1.65"
"2019/03/06","03:30","0.482","-","1.62"
"2019/03/06","03:36","0.511","-","1.63"
"2019/03/06","03:42","0.541","-","1.63"
"2019/03/06","03:48","0.57","-","1.64"
"2019/03/06","03:54","0.6","-","1.65"
"2019/03/06","04:00","0.629","-","1.69"
"2019/03/06","04:06","0.658","-","1.71"
"2019/03/06","04:12","0.686","-","1.72"
"2019/03/06","04:18","0.715","-","1.71"
"2019/03/06","04:24","0.742","-","1.72"
"2019/03/06","04:30","0.77","-","1.73"
"2019/03/06","04:36","0.796","-","1.73"
"2019/03/06","04:42","0.823","-","1.78"
"2019/03/06","04:48","0.848","-","1.83"
"2019/03/06","04:54","0.873","-","1.85"
"2019/03/06","05:00","0.898","-","1.87"
"2019/03/06","05:06","0.921","-","1.88"
"2019/03/06","05:12","0.944","-","1.87"
"2019/03/06","05:18","0.966","-","1.88"
"2019/03/06","05:24","0.987","-","1.86"
"2019/03/06","05:30","1.007","-","1.88"
"2019/03/06","05:36","1.026","-","1.88"
"2019/03/06","05:42","1.044","-","1.9"
"2019/03/06","05:48","1.061","-","1.88"
"2019/03/06","05:54","1.077","-","1.89"
"2019/03/06","06:00","1.092","-","1.91"
"2019/03/06","06:06","1.105","-","1.89"
"2019/03/06","06:12","1.117","-","1.9"
"2019/03/06","06:18","1.128","-","1.9"
"2019/03/06","06:24","1.137","-","1.92"
"2019/03/06","06:30","1.145","-","1.91"
"2019/03/06","06:36","1.151","-","1.89"
"2019/03/06","06:42","1.156","-","1.91"
"2019/03/06","06:48","1.159","-","1.89"
"2019/03/06","06:54","1.161","-","1.91"
"2019/03/06","07:00","1.161","-","1.87"
"2019/03/06","07:06","1.159","-","1.83"
"2019/03/06","07:12","1.156","-","1.8"
"2019/03/06","07:18","1.151","-","1.77"
"2019/03/06","07:24","1.144","-","1.76"
"2019/03/06","07:30","1.136","-","1.75"
"2019/03/06","07:36","1.126","-","1.77"
"2019/03/06","07:42","1.115","-","1.75"
"2019/03/06","07:48","1.102","-","1.72"
"2019/03/06","07:54","1.087","-","1.69"
"2019/03/06","08:00","1.071","-","1.64"
"2019/03/06","08:06","1.054","-","1.59"
"2019/03/06","08:12","1.036","-","1.58"
"2019/03/06","08:18","1.016","-","1.55"
"2019/03/06","08:24","0.995","-","1.52"
"2019/03/06","08:30","0.973","-","1.49"
"2019/03/06","08:36","0.95","-","1.5"
"2019/03/06","08:42","0.926","-","1.46"
"2019/03/06","08:48","0.902","-","1.44"
"2019/03/06","08:54","0.876","-","1.45"
"2019/03/06","09:00","0.85","-","1.41"
"2019/03/06","09:06","0.823","-","1.37"
"2019/03/06","09:12","0.796","-","1.34"
"2019/03/06","09:18","0.769","-","1.32"
"2019/03/06","09:24","0.74","-","1.29"
"2019/03/06","09:30","0.712","-","1.24"
"2019/03/06","09:36","0.683","-","1.21"
"2019/03/06","09:42","0.655","-","1.17"
"2019/03/06","09:48","0.626","-","1.16"
"2019/03/06","09:54","0.597","-","1.12"
"2019/03/06","10:00","0.567","-","1.11"
"2019/03/06","10:06","0.538","-","1.08"
"2019/03/06","10:12","0.509","-","1.06"
"2019/03/06","10:18","0.48","-","1.03"
"2019/03/06","10:24","0.451","-","1"
"2019/03/06","10:30","0.423","-","0.97"
"2019/03/06","10:36","0.394","-","0.91"
"2019/03/06","10:42","0.366","-","0.88"
"2019/03/06","10:48","0.338","-","0.84"
"2019/03/06","10:54","0.31","-","0.81"
"2019/03/06","11:00","0.283","-","0.77"
"2019/03/06","11:06","0.256","-","0.72"
"2019/03/06","11:12","0.23","-","0.66"
"2019/03/06","11:18","0.204","-","0.61"
"2019/03/06","11:24","0.179","-","0.58"
"2019/03/06","11:30","0.154","-","0.55"
"2019/03/06","11:36","0.13","-","0.52"
"2019/03/06","11:42","0.107","-","0.5"
"2019/03/06","11:48","0.085","-","0.48"
"2019/03/06","11:54","0.063","-","0.47"
"2019/03/06","12:00","0.043","-","0.44"
"2019/03/06","12:06","0.024","-","0.41"
"2019/03/06","12:12","0.006","-","0.38"
"2019/03/06","12:18","-0.011","-","0.36"
"2019/03/06","12:24","-0.027","-","0.34"
"2019/03/06","12:30","-0.04","-","0.32"
"2019/03/06","12:36","-0.053","-","0.3"
"2019/03/06","12:42","-0.064","-","0.29"
"2019/03/06","12:48","-0.073","-","0.28"
"2019/03/06","12:54","-0.081","-","0.25"
"2019/03/06","13:00","-0.086","-","0.23"
"2019/03/06","13:06","-0.09","-","0.22"
"2019/03/06","13:12","-0.092","-","0.21"
"2019/03/06","13:18","-0.092","-","0.21"
"2019/03/06","13:24","-0.091","-","0.21"
"2019/03/06","13:30","-0.087","-","0.2"
"2019/03/06","13:36","-0.081","-","0.19"
"2019/03/06","13:42","-0.074","-","0.18"
"2019/03/06","13:48","-0.064","-","0.17"
"2019/03/06","13:54","-0.053","-","0.15"
"2019/03/06","14:00","-0.04","-","0.13"
"2019/03/06","14:06","-0.025","-","0.13"
"2019/03/06","14:12","-0.008","-","0.13"
"2019/03/06","14:18","0.01","-","0.13"
"2019/03/06","14:24","0.029","-","0.13"
"2019/03/06","14:30","0.051","-","0.14"
"2019/03/06","14:36","0.073","-","0.16"
"2019/03/06","14:42","0.097","-","0.17"
"2019/03/06","14:48","0.122","-","0.16"
"2019/03/06","14:54","0.148","-","0.18"
"2019/03/06","15:00","0.175","-","0.18"
"2019/03/06","15:06","0.203","-","0.21"
"2019/03/06","15:12","0.231","-","0.22"
"2019/03/06","15:18","0.26","-","0.24"
"2019/03/06","15:24","0.29","-","0.26"
"2019/03/06","15:30","0.32","-","0.27"
"2019/03/06","15:36","0.351","-","0.3"
"2019/03/06","15:42","0.381","-","0.31"
"2019/03/06","15:48","0.412","-","0.35"
"2019/03/06","15:54","0.442","-","0.37"
"2019/03/06","16:00","0.473","-","0.42"
"2019/03/06","16:06","0.504","-","0.46"
"2019/03/06","16:12","0.534","-","0.49"
"2019/03/06","16:18","0.564","-","0.52"
"2019/03/06","16:24","0.594","-","0.56"
"2019/03/06","16:30","0.623","-","0.6"
"2019/03/06","16:36","0.652","-","0.65"
"2019/03/06","16:42","0.68","-","0.67"
"2019/03/06","16:48","0.708","-","0.69"
"2019/03/06","16:54","0.735","-","0.72"
"2019/03/06","17:00","0.762","-","0.74"
"2019/03/06","17:06","0.788","-","0.79"
"2019/03/06","17:12","0.813","-","0.82"
"2019/03/06","17:18","0.838","-","0.86"
"2019/03/06","17:24","0.862","-","0.88"
"2019/03/06","17:30","0.885","-","0.92"
"2019/03/06","17:36","0.907","-","0.93"
"2019/03/06","17:42","0.928","-","0.95"
"2019/03/06","17:48","0.948","-","0.97"
"2019/03/06","17:54","0.968","-","0.99"
"2019/03/06","18:00","0.986","-","1.01"
"2019/03/06","18:06","1.004","-","1.02"
"2019/03/06","18:12","1.02","-","1.03"
"2019/03/06","18:18","1.035","-","1.04"
"2019/03/06","18:24","1.049","-","1.05"
"2019/03/06","18:30","1.062","-","1.05"
"2019/03/06","18:36","1.073","-","1.05"
"2019/03/06","18:42","1.083","-","1.06"
"2019/03/06","18:48","1.092","-","1.08"
"2019/03/06","18:54","1.1","-","1.09"
"2019/03/06","19:00","1.105","-","1.09"
"2019/03/06","19:06","1.11","-","1.09"
"2019/03/06","19:12","1.113","-","1.1"
"2019/03/06","19:18","1.114","-","1.1"
"2019/03/06","19:24","1.114","-","1.08"
"2019/03/06","19:30","1.113","-","1.1"
"2019/03/06","19:36","1.109","-","1.09"
"2019/03/06","19:42","1.105","-","1.07"
"2019/03/06","19:48","1.099","-","1.08"
"2019/03/06","19:54","1.091","-","1.08"
"2019/03/06","20:00","1.082","-","1.06"
"2019/03/06","20:06","1.071","-","1.06"
"2019/03/06","20:12","1.059","-","1.03"
"2019/03/06","20:18","1.045","-","1.03"
"2019/03/06","20:24","1.031","-","1.01"
"2019/03/06","20:30","1.015","-","1"
"2019/03/06","20:36","0.998","-","0.97"
"2019/03/06","20:42","0.979","-","0.96"
"2019/03/06","20:48","0.96","-","0.94"
"2019/03/06","20:54","0.94","-","0.92"
"2019/03/06","21:00","0.918","-","0.89"
"2019/03/06","21:06","0.897","-","0.86"
"2019/03/06","21:12","0.874","-","0.83"
"2019/03/06","21:18","0.85","-","0.8"
"2019/03/06","21:24","0.826","-","0.77"
"2019/03/06","21:30","0.802","-","0.75"
